Employee ID,Name,Role,Department,Experience Level,Years of Experience,AutoCAD,Autodesk Inventor,OpenCascade,Three.js,Eyeshot,HOOPS,JavaScript,C#,Python,React,Node.js,ASP.NET,Unity,Unreal Engine,Revit,Navisworks,Current Project,Client,Availability Status,Next Availability Date
EMP0444,Dawn Bradshaw,Developer,CAD,Mid,7,0,3,3,2,2,0,1,0,3,1,3,0,0,2,3,2,Benchmark Enterprise Markets,Roblox,Available,2025-08-21
EMP0445,John Garcia,Tester,CAD,Mid,20,0,2,3,1,3,3,3,1,1,1,1,3,1,3,3,3,Reinvent Visionary Infrastructures,Roblox,Unavailable,2025-08-11
EMP0446,Paul Braun,Tester,CAD,Senior,18,3,1,3,3,0,3,3,1,2,3,2,1,3,1,2,3,Grow Interactive Vortals,Epic Games,Partially Available,2025-08-01
EMP0447,Jeffery White,Developer,CAD,Senior,13,1,0,3,3,3,3,0,1,3,2,1,3,3,2,1,3,Maximize Enterprise Networks,Epic Games,Unavailable,2025-07-28
EMP0448,Juan Munoz,Designer,Game Testing,Mid,14,2,3,2,1,2,1,2,3,3,0,2,3,3,3,3,3,Embrace Web-Enabled Functionalities,Siemens,Unavailable,2025-06-13
EMP0449,Aaron Lloyd,Developer,Game Testing,Senior,10,3,2,3,2,2,3,2,1,1,3,2,1,1,2,3,2,Unleash B2C Supply-Chains,Autodesk,Available,2025-06-11
EMP0450,Barry Chang,Tester,Game Testing,Senior,11,1,1,2,2,3,3,3,2,1,2,3,3,0,2,2,1,Harness Distributed E-Tailers,Roblox,Available,2025-08-19
EMP0451,Taylor King,Tester,BIM,Mid,14,2,3,3,1,3,3,3,1,2,0,3,3,1,3,3,3,Drive Collaborative Vortals,Roblox,Unavailable,2025-05-29
EMP0452,Joseph Marshall,Designer,CAD,Senior,7,3,3,2,2,1,1,3,0,3,3,3,3,2,0,3,3,Morph Clicks-And-Mortar Infrastructures,Siemens,Unavailable,2025-06-16
EMP0453,Joshua Brown,Developer,CAD,Senior,19,2,3,0,3,0,3,2,2,3,3,1,2,3,2,2,3,Engineer Proactive Web-Readiness,Epic Games,Unavailable,2025-08-05
EMP0454,Melanie Sanchez,Tester,Game Testing,Mid,9,2,2,3,3,3,1,3,2,3,2,3,1,2,1,0,3,Harness Front-End Solutions,Siemens,Partially Available,2025-07-27
EMP0455,Susan Ray,Tester,CAD,Senior,2,1,2,1,3,1,2,1,1,1,3,3,3,2,1,2,1,Orchestrate B2B Relationships,Dassault,Available,2025-06-12
EMP0456,Bryan Ramirez,Tester,Game Testing,Senior,4,3,3,3,3,2,2,1,3,3,2,3,3,2,2,3,3,Cultivate Visionary E-Commerce,Roblox,Available,2025-08-05
EMP0457,Amanda Preston,Tester,CAD,Mid,7,0,2,2,0,1,1,3,3,3,1,3,1,2,2,2,2,Leverage One-To-One Users,Roblox,Unavailable,2025-06-13
EMP0458,Linda Rice,Developer,BIM,Senior,20,3,3,3,2,3,2,1,2,3,3,1,1,1,3,3,2,Deliver Back-End Infrastructures,Autodesk,Partially Available,2025-05-29
EMP0459,Tracey Tran,Developer,Game Testing,Senior,5,2,2,3,2,3,0,1,2,3,1,1,1,3,2,1,1,Cultivate Transparent E-Commerce,Autodesk,Partially Available,2025-08-03
EMP0460,Christopher Buck,Developer,CAD,Mid,18,1,3,3,3,2,2,3,2,3,1,3,2,1,2,3,2,Maximize Visionary Systems,Siemens,Unavailable,2025-08-23
EMP0461,Janice Elliott,Developer,BIM,Senior,7,1,3,2,3,3,3,2,3,3,2,0,3,2,0,2,2,Engage World-Class Technologies,Roblox,Available,2025-08-02
EMP0462,Kevin Shelton,Tester,CAD,Junior,11,3,0,3,3,1,3,3,0,3,2,3,2,3,2,2,2,Transform Cutting-Edge Platforms,Dassault,Partially Available,2025-07-05
EMP0463,Matthew Smith,Designer,CAD,Junior,16,2,3,2,3,1,3,3,3,0,3,3,0,2,3,1,1,Visualize Value-Added E-Markets,Dassault,Partially Available,2025-07-06
EMP0464,Edward Martinez,Tester,Game Testing,Junior,11,2,1,0,3,2,3,0,3,3,3,0,3,3,2,2,2,Redefine User-Centric Technologies,Siemens,Partially Available,2025-06-02
EMP0465,Michael White,Developer,BIM,Junior,18,2,2,3,2,2,2,0,1,2,2,3,3,2,2,1,3,Enable Integrated Infrastructures,Roblox,Available,2025-06-07
EMP0466,Shannon Glover,Developer,BIM,Senior,6,2,1,2,1,3,3,1,3,3,3,1,0,3,2,2,3,Envisioneer Real-Time Markets,Dassault,Unavailable,2025-06-02
EMP0467,Monica Smith,Tester,BIM,Mid,10,2,3,2,1,1,0,3,3,3,2,2,3,3,2,3,2,Brand Mission-Critical Interfaces,Dassault,Partially Available,2025-06-16
EMP0468,Karen Brooks,Tester,Game Testing,Mid,19,2,2,2,3,2,2,2,0,2,1,2,2,2,3,3,3,Engage Granular Deliverables,Autodesk,Available,2025-06-01
EMP0469,Casey York,Designer,CAD,Senior,18,3,2,2,3,3,3,2,3,2,2,3,3,1,3,3,2,Exploit Dynamic Vortals,Autodesk,Available,2025-08-10
EMP0470,Kayla Mitchell,Developer,Game Testing,Junior,16,3,2,1,3,2,0,3,1,3,3,0,1,1,0,2,2,Syndicate Bleeding-Edge E-Business,Siemens,Available,2025-07-05
EMP0471,David Wilkerson,Designer,Game Testing,Senior,18,2,3,3,2,2,1,3,1,3,3,3,0,3,2,3,2,Strategize Bricks-And-Clicks Methodologies,Dassault,Unavailable,2025-07-09
EMP0472,Kayla Turner,Designer,Game Testing,Junior,12,2,2,1,3,3,3,1,2,2,2,3,3,3,2,3,3,Revolutionize Customized Systems,Roblox,Unavailable,2025-06-11
EMP0473,Shawn Cannon,Designer,Game Testing,Junior,9,1,1,3,2,1,3,1,3,0,2,2,0,3,0,2,3,Extend Innovative Deliverables,Siemens,Unavailable,2025-06-09
EMP0474,Cory Leblanc,Designer,CAD,Junior,4,3,1,3,3,1,2,0,2,3,2,2,0,0,2,0,3,Architect 24/365 Mindshare,Dassault,Available,2025-05-27
EMP0475,Jerry Stevenson,Designer,CAD,Mid,4,2,2,2,0,3,2,3,3,2,2,2,3,3,3,2,0,Implement 24/7 Partnerships,Epic Games,Partially Available,2025-07-19
EMP0476,Stephen Watkins,Developer,Game Testing,Senior,6,2,3,1,3,3,1,2,2,2,1,3,1,2,1,2,0,Benchmark Plug-And-Play Methodologies,Dassault,Partially Available,2025-08-01
EMP0477,Briana Goodman,Designer,Game Testing,Mid,5,2,3,3,1,2,3,3,3,2,3,1,3,1,3,0,0,Scale One-To-One Functionalities,Roblox,Available,2025-07-02
EMP0478,Daniel Taylor,Tester,CAD,Senior,13,3,2,2,2,2,2,3,2,1,2,1,3,3,3,3,3,Expedite World-Class Methodologies,Autodesk,Unavailable,2025-06-10
EMP0479,Kara Mcdonald,Tester,Game Testing,Junior,5,2,2,3,3,2,3,3,3,1,1,1,0,3,2,2,3,Reinvent Mission-Critical Markets,Dassault,Available,2025-08-01
EMP0480,Karen Jones,Developer,CAD,Junior,6,1,3,2,3,0,0,1,3,0,1,3,1,3,2,1,2,Benchmark Mission-Critical Deliverables,Epic Games,Available,2025-08-08
EMP0481,Sarah Morgan,Designer,BIM,Mid,11,1,3,0,2,3,0,0,2,1,3,3,0,1,1,1,2,Syndicate B2B Info-Mediaries,Siemens,Available,2025-07-15
EMP0482,Andrea Krause,Developer,Game Testing,Senior,7,2,3,3,2,2,3,3,1,2,0,0,0,1,2,2,2,Evolve Proactive Roi,Siemens,Available,2025-06-04
EMP0483,Katie Hayes,Developer,CAD,Mid,12,2,2,2,2,2,2,2,2,2,1,3,1,1,1,3,2,Envisioneer Cross-Media Mindshare,Roblox,Unavailable,2025-06-11
EMP0484,Carolyn Davis,Developer,BIM,Senior,1,2,3,1,1,3,3,3,2,0,2,2,2,3,0,1,2,Innovate Wireless Content,Siemens,Unavailable,2025-06-30
EMP0485,Julian Roberts,Tester,BIM,Junior,5,3,2,2,3,2,1,1,3,2,2,3,3,1,1,1,1,Embrace User-Centric Relationships,Siemens,Partially Available,2025-07-29
EMP0486,Jordan Todd,Developer,CAD,Senior,1,2,1,0,2,3,0,3,3,3,3,1,1,2,3,1,2,Seize World-Class Applications,Roblox,Partially Available,2025-08-13
EMP0487,Jeffery Green,Tester,BIM,Junior,13,3,2,0,3,3,1,3,2,2,2,0,3,1,3,3,3,Incentivize Holistic Users,Autodesk,Unavailable,2025-08-02
EMP0488,Mark Carpenter,Designer,CAD,Junior,4,3,1,2,3,3,3,3,0,3,2,3,2,3,2,3,1,Revolutionize Rich Convergence,Roblox,Available,2025-06-07
EMP0489,Daniel Donovan,Developer,BIM,Senior,11,2,3,0,2,0,0,1,0,2,1,3,3,3,3,3,2,Envisioneer Scalable Applications,Siemens,Partially Available,2025-07-03
EMP0490,Jesse Hamilton,Tester,Game Testing,Mid,15,2,3,3,0,3,1,2,1,1,2,3,2,3,1,3,2,Leverage Vertical E-Tailers,Dassault,Unavailable,2025-08-14
EMP0491,Albert Kane,Designer,CAD,Mid,14,2,1,0,2,3,3,3,3,2,2,2,3,3,3,3,3,Implement Vertical Roi,Autodesk,Unavailable,2025-07-20
EMP0492,Javier Wade,Developer,BIM,Mid,9,3,0,1,3,3,3,3,2,2,3,3,1,1,3,2,1,Target Customized Interfaces,Roblox,Partially Available,2025-05-27
EMP0493,Steven Rogers,Developer,Game Testing,Junior,20,1,1,2,2,1,1,0,1,1,3,3,2,3,0,3,1,Re-Contextualize Frictionless E-Tailers,Dassault,Partially Available,2025-06-30
EMP0494,Mrs. Catherine Martin,Tester,BIM,Junior,15,1,2,3,2,1,2,3,2,0,2,2,3,3,2,3,3,Enhance Web-Enabled Technologies,Roblox,Available,2025-06-07
EMP0495,Kathy Cooper,Designer,Game Testing,Senior,2,3,2,2,3,3,3,1,1,3,3,3,3,2,3,2,1,Innovate Bleeding-Edge Systems,Dassault,Available,2025-07-28
EMP0496,Kyle Freeman,Tester,Game Testing,Senior,17,1,3,1,2,2,3,3,3,2,0,0,3,1,1,2,3,Visualize B2C Technologies,Dassault,Available,2025-06-12
EMP0497,Daniel Thompson,Developer,BIM,Senior,13,3,3,3,1,2,2,3,3,2,3,3,2,3,2,3,1,Envisioneer Efficient Platforms,Siemens,Partially Available,2025-07-20
EMP0498,Tiffany Mendez,Designer,CAD,Mid,10,3,0,1,2,2,1,3,3,2,1,3,2,3,2,3,3,Integrate Leading-Edge Initiatives,Epic Games,Unavailable,2025-08-11
EMP0499,Kelly Wood,Tester,Game Testing,Senior,6,3,3,2,0,0,2,3,0,2,3,3,3,1,2,3,1,Empower Value-Added Metrics,Autodesk,Unavailable,2025-08-12
EMP0500,Alex Rose,Developer,CAD,Senior,9,3,1,0,3,3,2,1,2,2,1,1,3,3,3,0,3,Engage Cross-Platform E-Services,Roblox,Partially Available,2025-08-02
EMP0501,Carlos Fuller,Tester,BIM,Junior,12,2,3,3,3,2,2,3,1,2,3,3,2,3,3,3,2,Disintermediate One-To-One Mindshare,Roblox,Partially Available,2025-07-24
EMP0502,Daniel Simmons,Developer,BIM,Mid,3,0,3,3,2,3,2,3,0,2,1,3,3,2,0,3,3,Grow Virtual Functionalities,Autodesk,Partially Available,2025-08-20
EMP0503,Lindsey Potter,Designer,Game Testing,Mid,10,3,2,1,3,0,2,0,2,2,2,3,3,0,2,1,3,Synthesize Magnetic Mindshare,Autodesk,Available,2025-06-08
EMP0504,Jamie Fry,Tester,CAD,Senior,1,1,0,0,1,2,2,3,3,3,2,2,3,2,3,3,3,Deliver B2C Action-Items,Autodesk,Unavailable,2025-06-23
EMP0505,Carol Peterson,Developer,CAD,Mid,3,3,3,1,1,3,3,3,2,1,3,0,2,3,3,2,1,Optimize Innovative Infrastructures,Autodesk,Available,2025-08-09
EMP0506,Ivan Barnes,Designer,CAD,Senior,11,3,2,2,3,3,2,3,2,0,2,1,3,1,2,1,3,Enhance Extensible Bandwidth,Autodesk,Available,2025-08-06
EMP0507,Heidi Martinez,Developer,BIM,Mid,3,2,1,3,2,2,2,3,1,3,1,3,3,3,1,2,3,Innovate Mission-Critical Markets,Dassault,Unavailable,2025-05-30
EMP0508,Heather Stevenson,Designer,CAD,Senior,10,2,1,2,3,2,2,2,2,2,0,2,2,3,3,3,3,Integrate Killer Info-Mediaries,Roblox,Unavailable,2025-05-30
EMP0509,Luis Moore,Tester,Game Testing,Junior,5,3,1,2,3,2,3,3,2,2,3,1,3,2,2,2,0,Embrace Magnetic Vortals,Siemens,Unavailable,2025-07-05
EMP0510,Joann Webb,Developer,CAD,Junior,16,3,3,1,3,2,2,3,3,2,2,1,1,3,2,1,3,Reinvent Rich Paradigms,Autodesk,Unavailable,2025-06-08
EMP0511,Anthony Allen,Tester,Game Testing,Senior,9,2,2,2,1,2,3,3,3,2,3,2,3,2,3,2,0,Utilize Dot-Com Partnerships,Dassault,Available,2025-06-11
EMP0512,Sandra West,Developer,CAD,Junior,19,3,0,2,2,1,3,2,3,2,3,3,3,3,3,3,2,Redefine Frictionless E-Tailers,Autodesk,Available,2025-05-28
EMP0513,John Barnes,Developer,BIM,Mid,19,0,3,2,1,1,2,3,0,1,2,3,2,3,0,3,1,Unleash E-Business Applications,Autodesk,Partially Available,2025-07-17
EMP0514,Brandy Rodriguez,Developer,BIM,Junior,13,3,2,3,1,3,2,3,1,3,2,3,3,1,3,3,3,Optimize E-Business Vortals,Siemens,Available,2025-08-22
EMP0515,Austin Stephens,Designer,CAD,Senior,17,2,2,3,3,1,2,1,3,1,3,3,2,1,2,3,3,Harness Compelling Vortals,Epic Games,Available,2025-06-25
EMP0516,Jeffrey Colon,Tester,Game Testing,Mid,10,3,1,3,3,3,2,3,3,2,3,1,3,0,2,3,1,Aggregate Bleeding-Edge Schemas,Roblox,Available,2025-06-09
EMP0517,Michael Davis,Designer,CAD,Junior,19,2,3,2,3,2,0,0,2,0,0,2,3,1,3,3,3,Revolutionize Distributed Supply-Chains,Roblox,Available,2025-06-15
EMP0518,Jack White,Developer,Game Testing,Junior,19,1,3,0,2,2,1,2,3,1,1,0,2,3,3,1,1,Expedite 24/365 Synergies,Autodesk,Available,2025-05-28
EMP0519,Timothy Hicks,Designer,CAD,Junior,15,2,3,1,3,0,3,2,3,3,1,2,2,3,3,2,3,Scale Plug-And-Play Web-Readiness,Roblox,Partially Available,2025-07-15
EMP0520,Marco Fitzpatrick,Designer,CAD,Mid,15,3,2,3,0,3,2,1,3,0,3,3,2,1,1,3,3,Extend Integrated Networks,Roblox,Unavailable,2025-06-28
EMP0521,Jacob Stewart,Designer,Game Testing,Senior,14,3,2,0,3,3,0,3,2,2,2,0,1,3,0,1,1,Strategize Ubiquitous Architectures,Siemens,Unavailable,2025-07-28
EMP0522,Jill Vincent,Designer,Game Testing,Junior,10,1,2,3,2,2,2,3,3,3,2,3,2,0,2,3,2,Iterate Virtual Experiences,Siemens,Unavailable,2025-08-15
EMP0523,Crystal Brown,Tester,BIM,Mid,1,2,2,3,2,3,1,0,3,2,2,3,3,1,3,2,2,Scale 24/365 Functionalities,Roblox,Unavailable,2025-08-23
EMP0524,Erica Hubbard,Tester,Game Testing,Junior,19,3,3,2,2,2,2,2,3,0,3,2,1,2,1,3,3,Repurpose Innovative Info-Mediaries,Epic Games,Unavailable,2025-06-15
EMP0525,Dr. Jessica Knight,Tester,CAD,Junior,14,3,3,2,3,2,3,2,0,2,0,2,1,2,0,3,2,Aggregate Interactive Technologies,Autodesk,Unavailable,2025-06-11
EMP0526,Timothy Martin,Designer,BIM,Mid,3,2,3,2,3,2,2,1,3,2,2,3,1,1,3,0,3,Cultivate Web-Enabled Partnerships,Autodesk,Unavailable,2025-07-13
EMP0527,Kimberly Brown,Developer,CAD,Mid,3,1,2,0,1,1,1,1,2,2,3,0,3,1,2,3,3,Repurpose Enterprise Technologies,Epic Games,Partially Available,2025-07-11
EMP0528,Daniel Wood,Developer,CAD,Mid,13,3,1,1,3,3,2,3,2,3,3,1,3,2,1,1,2,Reinvent Granular Vortals,Autodesk,Available,2025-07-23
EMP0529,Troy Mcmillan,Developer,BIM,Mid,10,2,3,1,3,3,3,1,2,3,3,3,3,2,1,1,2,Redefine Impactful Paradigms,Roblox,Unavailable,2025-06-14
EMP0530,Manuel Hayes,Tester,CAD,Senior,12,2,0,3,2,3,0,3,2,3,3,3,1,0,3,2,0,Seize Bricks-And-Clicks E-Business,Epic Games,Partially Available,2025-06-22
EMP0531,James Sloan,Developer,BIM,Mid,11,3,3,3,2,3,1,2,3,2,3,3,2,1,3,0,2,Monetize Next-Generation Portals,Epic Games,Unavailable,2025-06-11
EMP0532,Marcus Dunn,Developer,Game Testing,Junior,9,0,0,0,2,1,3,3,2,2,1,3,3,1,3,1,3,Re-Contextualize Compelling Solutions,Roblox,Unavailable,2025-07-08
EMP0533,Lisa Moore,Developer,CAD,Senior,9,2,3,2,1,2,0,2,2,1,2,0,2,3,3,0,2,Exploit Wireless Bandwidth,Autodesk,Available,2025-05-26
EMP0534,Beth Richardson,Tester,BIM,Mid,1,1,1,3,3,2,1,2,0,1,1,1,2,3,3,2,3,Optimize Holistic E-Commerce,Autodesk,Available,2025-08-10
EMP0535,Lisa Watson PhD,Designer,CAD,Senior,8,3,0,2,0,3,2,2,2,3,2,3,3,2,1,3,2,Orchestrate Efficient Vortals,Siemens,Available,2025-07-13
EMP0536,Riley Thomas,Designer,CAD,Junior,1,1,2,2,3,3,0,2,3,1,0,2,3,3,1,3,3,Scale Dynamic Partnerships,Epic Games,Available,2025-07-13
EMP0537,Eric Garza,Designer,CAD,Mid,18,3,2,3,1,3,1,3,2,3,0,2,3,2,0,2,2,Brand User-Centric Partnerships,Dassault,Unavailable,2025-07-03
EMP0538,David Thompson,Tester,BIM,Junior,15,0,2,3,2,2,1,3,3,3,3,3,2,2,3,3,3,Deliver Visionary Solutions,Roblox,Partially Available,2025-07-27
EMP0539,Shelby Taylor,Developer,Game Testing,Mid,11,3,2,3,2,3,3,1,2,1,2,3,2,3,1,2,2,Visualize Clicks-And-Mortar Metrics,Dassault,Available,2025-08-11
EMP0540,Carla Morgan,Tester,BIM,Mid,3,1,0,3,2,3,1,3,3,3,3,1,2,3,3,2,1,Implement Front-End Initiatives,Dassault,Unavailable,2025-07-04
EMP0541,Catherine Chapman,Tester,Game Testing,Senior,12,1,1,2,2,3,3,3,3,3,2,3,2,3,3,1,3,Utilize Proactive Deliverables,Autodesk,Unavailable,2025-06-02
EMP0542,James Morris,Designer,Game Testing,Senior,12,3,3,2,1,2,1,1,3,1,2,3,3,2,3,1,3,Target Transparent Systems,Dassault,Partially Available,2025-08-15
EMP0543,Andrew Powell,Developer,BIM,Mid,7,2,3,0,3,3,3,3,3,3,0,1,1,1,3,3,1,Deliver Back-End Action-Items,Dassault,Unavailable,2025-07-28
EMP0544,Michael Webb,Designer,BIM,Senior,7,1,2,3,0,1,2,3,0,3,3,1,0,1,3,3,3,Transform Web-Enabled Functionalities,Roblox,Unavailable,2025-06-10
EMP0545,John Hernandez,Designer,CAD,Mid,4,2,3,3,3,2,3,3,3,2,3,0,2,2,3,2,2,Harness World-Class Initiatives,Siemens,Partially Available,2025-06-05
EMP0546,Reginald Melendez,Developer,CAD,Senior,7,3,2,2,0,3,0,2,0,3,3,2,1,2,3,3,1,Revolutionize Innovative Portals,Dassault,Available,2025-06-24
EMP0547,Christopher Taylor,Designer,Game Testing,Senior,20,2,2,0,3,1,0,3,0,1,0,3,1,3,2,3,3,Monetize Revolutionary E-Markets,Epic Games,Partially Available,2025-08-23
EMP0548,Kristina Torres,Tester,CAD,Junior,19,2,1,0,3,2,0,3,3,3,1,2,3,1,2,3,3,Cultivate Ubiquitous Bandwidth,Roblox,Available,2025-08-14
EMP0549,Jenny Cervantes,Designer,BIM,Junior,19,3,1,1,1,0,2,1,2,3,1,0,3,0,2,3,1,E-Enable Customized E-Commerce,Epic Games,Unavailable,2025-06-12
EMP0550,Shane Powell,Tester,CAD,Junior,11,2,1,3,0,2,3,2,1,1,2,3,2,3,2,2,3,Utilize Integrated Platforms,Siemens,Unavailable,2025-07-31
EMP0551,Sharon Flores,Designer,Game Testing,Senior,15,1,2,2,1,2,1,2,2,1,3,3,3,3,2,2,3,Deploy Value-Added Niches,Autodesk,Available,2025-08-09
EMP0552,Jose Wang,Tester,CAD,Junior,7,2,2,3,1,2,2,3,3,3,3,3,0,2,1,1,2,Transform Rich Portals,Epic Games,Partially Available,2025-07-06
EMP0553,Beverly Smith MD,Designer,CAD,Junior,20,0,3,2,2,0,2,2,2,3,3,0,1,2,3,0,2,Maximize Integrated Action-Items,Siemens,Unavailable,2025-07-17
EMP0554,Colton Wilson,Developer,Game Testing,Mid,18,2,1,2,2,1,3,3,2,3,3,1,2,3,3,1,3,Mesh Enterprise Vortals,Siemens,Unavailable,2025-08-05
EMP0555,Edward Ortiz,Designer,Game Testing,Senior,18,1,3,1,3,2,3,3,2,3,2,0,1,2,3,1,3,Unleash Bricks-And-Clicks Initiatives,Epic Games,Available,2025-06-17
EMP0556,Mark Jones MD,Tester,CAD,Senior,6,0,3,1,3,3,0,3,3,2,1,2,0,3,2,2,3,Scale Rich Action-Items,Dassault,Available,2025-06-11
EMP0557,Molly Bates,Designer,BIM,Junior,13,3,3,1,1,0,1,2,2,3,2,2,3,2,1,3,2,Scale Virtual Niches,Dassault,Partially Available,2025-08-11
EMP0558,Amanda Madden,Designer,BIM,Junior,14,1,1,0,2,3,1,2,3,3,0,2,3,0,3,3,1,Incentivize Turn-Key Communities,Roblox,Available,2025-08-21
EMP0559,John Patterson,Developer,CAD,Junior,18,2,2,1,1,3,0,3,3,2,0,3,3,1,0,2,1,Evolve Bleeding-Edge Paradigms,Dassault,Unavailable,2025-06-20
EMP0560,Wayne Church,Developer,Game Testing,Mid,3,1,2,3,3,2,3,2,3,2,2,3,2,0,3,3,3,Incentivize B2C Supply-Chains,Roblox,Partially Available,2025-06-19
EMP0561,Kevin Thompson,Tester,Game Testing,Mid,12,3,3,1,2,1,3,3,2,3,2,1,3,3,3,3,1,Deliver Out-Of-The-Box Interfaces,Autodesk,Partially Available,2025-08-12
EMP0562,Daniel Boyd,Designer,Game Testing,Junior,11,1,3,0,2,3,2,2,3,3,3,1,2,2,1,3,3,Grow Best-Of-Breed Synergies,Roblox,Unavailable,2025-08-20
EMP0563,Jennifer Robinson MD,Developer,BIM,Senior,15,3,3,1,2,3,2,1,1,3,1,3,3,3,2,2,2,Benchmark User-Centric E-Commerce,Siemens,Unavailable,2025-06-11
EMP0564,Amy Sims,Developer,Game Testing,Junior,16,0,1,3,2,3,3,1,3,3,2,2,3,3,3,0,3,Target Compelling Initiatives,Epic Games,Available,2025-06-20
EMP0565,Jennifer Suarez,Designer,BIM,Junior,9,1,2,0,1,3,1,1,3,3,2,3,2,1,3,1,2,Cultivate Granular Communities,Autodesk,Partially Available,2025-08-14
EMP0566,Edwin Sanchez,Developer,BIM,Mid,8,3,3,2,0,3,3,2,3,1,3,3,3,2,1,1,2,Exploit Dot-Com Systems,Epic Games,Partially Available,2025-08-15
EMP0567,Brian Griffith,Designer,BIM,Mid,9,2,3,0,3,0,3,2,2,0,3,0,3,1,1,3,0,Cultivate Global Action-Items,Epic Games,Available,2025-07-22
EMP0568,Rebecca Payne,Tester,Game Testing,Senior,18,2,0,3,2,1,0,2,3,3,2,2,1,3,1,2,3,Seize Cross-Platform E-Tailers,Dassault,Partially Available,2025-06-29
EMP0569,Michael Barrera,Developer,BIM,Junior,9,1,2,2,1,1,3,0,3,2,0,3,2,3,3,2,3,Target Revolutionary Bandwidth,Dassault,Partially Available,2025-05-31
EMP0570,Adam Zimmerman,Designer,BIM,Senior,18,3,0,3,1,1,2,2,0,3,3,1,3,3,1,3,3,Scale Clicks-And-Mortar Technologies,Epic Games,Partially Available,2025-06-14
EMP0571,Andrea Walter,Developer,Game Testing,Senior,5,2,2,3,2,3,2,2,2,2,0,2,2,2,2,2,2,Implement Compelling Solutions,Epic Games,Unavailable,2025-07-02
EMP0572,Vickie Smith,Designer,BIM,Mid,1,1,2,3,3,2,2,3,1,3,3,1,3,1,1,2,3,Aggregate Front-End Action-Items,Siemens,Unavailable,2025-07-17
EMP0573,Robin Garcia,Designer,Game Testing,Junior,2,3,3,2,2,3,3,2,1,2,3,2,0,1,0,3,2,Visualize Magnetic Communities,Autodesk,Partially Available,2025-08-22
EMP0574,Abigail Hurst,Designer,Game Testing,Mid,3,1,1,1,3,2,3,3,2,2,3,0,0,0,3,3,2,Implement Innovative Metrics,Dassault,Available,2025-06-01
EMP0575,Megan Richmond,Designer,Game Testing,Mid,1,2,2,3,3,2,1,1,3,1,1,2,1,3,1,3,2,Extend Holistic Networks,Epic Games,Available,2025-07-11
EMP0576,Renee Ramos,Developer,Game Testing,Mid,14,3,1,2,3,2,1,3,3,1,3,1,2,3,3,3,3,Drive Clicks-And-Mortar E-Tailers,Autodesk,Available,2025-06-10
EMP0577,Joshua Reyes,Tester,BIM,Senior,16,2,3,3,0,1,2,2,3,2,2,1,3,0,2,1,1,Optimize Value-Added Roi,Autodesk,Unavailable,2025-08-13
EMP0578,Jonathan Mason,Tester,BIM,Mid,12,1,3,2,1,2,1,1,1,3,2,3,2,2,3,2,1,Monetize Mission-Critical Users,Siemens,Unavailable,2025-06-01
EMP0579,Michael Davidson,Tester,Game Testing,Mid,14,2,3,3,3,0,2,0,1,3,2,1,0,2,1,3,3,Expedite Vertical Action-Items,Roblox,Available,2025-07-27
EMP0580,Heather Rodriguez,Developer,Game Testing,Senior,19,1,2,2,3,3,1,3,2,2,0,3,0,1,0,0,1,E-Enable B2C Info-Mediaries,Autodesk,Available,2025-05-26
EMP0581,Elizabeth Chavez,Tester,Game Testing,Mid,19,3,0,1,3,1,2,3,3,2,3,1,3,2,2,2,1,Enable Efficient Platforms,Autodesk,Unavailable,2025-06-05
EMP0582,Wesley Garcia,Designer,BIM,Senior,15,2,3,3,2,2,2,3,1,2,2,1,1,3,0,3,2,Generate Cross-Platform Bandwidth,Autodesk,Available,2025-08-07
EMP0583,Joseph Lee,Developer,Game Testing,Senior,4,0,3,1,2,3,1,2,1,3,2,3,3,2,3,3,3,Disintermediate Virtual Bandwidth,Roblox,Available,2025-08-10
EMP0584,Joel Kelly,Tester,Game Testing,Senior,4,1,3,3,2,2,2,3,3,1,2,3,3,3,2,2,2,Syndicate Clicks-And-Mortar Communities,Siemens,Available,2025-08-19
EMP0585,Michael Reed,Tester,BIM,Mid,6,2,2,3,2,3,2,3,0,1,1,2,2,2,2,1,3,Envisioneer E-Business Experiences,Epic Games,Partially Available,2025-08-23
EMP0586,Carla Lee,Developer,Game Testing,Mid,11,1,1,0,0,2,0,0,1,2,1,1,3,1,0,1,3,Monetize Cutting-Edge Niches,Epic Games,Unavailable,2025-08-23
EMP0587,Adam Taylor,Designer,Game Testing,Junior,19,2,1,2,0,3,1,2,3,3,2,3,3,3,3,0,2,Target Intuitive Convergence,Siemens,Available,2025-07-14
EMP0588,Dr. Shawn Young,Developer,BIM,Senior,15,3,2,3,2,0,1,2,3,3,3,1,3,2,2,3,1,Leverage Rich Systems,Autodesk,Unavailable,2025-08-12
EMP0589,Jordan Garcia,Developer,Game Testing,Senior,10,2,3,3,2,1,2,3,2,2,0,3,2,2,2,3,3,Aggregate Magnetic E-Business,Autodesk,Available,2025-08-08
EMP0590,Jordan Nixon,Developer,CAD,Senior,7,2,2,3,1,3,2,2,2,3,3,3,1,0,3,0,1,Benchmark Frictionless Roi,Roblox,Available,2025-07-21
EMP0591,Timothy Gordon,Designer,Game Testing,Senior,20,2,3,3,2,0,2,2,0,0,2,2,3,3,3,2,3,Envisioneer Cross-Platform Deliverables,Roblox,Unavailable,2025-06-09
